Company Name,Sector,Market Cap,Stock P/E,Year,Revenue,Net Profit
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,Mar 2018,2710.0,300.0
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,Mar 2019,3167.0,337.0
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,Mar 2020,3609.0,474.0
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,Mar 2021,4261.0,493.0
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,Mar 2022,4734.0,645.0
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,Mar 2023,5140.0,758.0
Bayer CropScience Ltd,Agro Chemicals,24951.0,32.5,TTM,5377.0,844.0
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2012,0.77,-0.46
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2013,0.66,-0.06
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2014,0.44,-0.22
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2015,0.1,-1.21
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2016,0.07,-0.2
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2017,0.0,-0.05
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2018,0.05,-0.02
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2019,0.03,-0.03
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2020,0.04,-0.07
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2021,0.0,-0.16
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2022,0.0,-0.07
Fourth Generation Information Systems Ltd,IT - Software,1.69,,Mar 2023,0.0,-0.16
Fourth Generation Information Systems Ltd,IT - Software,1.69,,TTM,0.0,-0.15
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2012,,0.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2013,,2.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2014,,6.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2015,,19.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2016,,33.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2017,,57.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2018,,93.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2019,,176.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2020,,249.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2021,,290.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2022,,357.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,Mar 2023,,430.0
AAVAS Financiers Ltd,Finance,12126.0,26.0,TTM,,465.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2011,5627.0,665.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2012,5352.0,465.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2013,11728.0,386.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2014,11921.0,70.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2015,10205.0,302.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2016,9258.0,301.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2017,11303.0,792.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2018,14049.0,631.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2019,12361.0,462.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2020,10465.0,588.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2021,14527.0,694.0
Rain Industries Ltd,Trading,5190.0,17.6,Dec 2022,21011.0,1577.0
Rain Industries Ltd,Trading,5190.0,17.6,TTM,19498.0,409.0
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2012,0.14,-0.01
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2013,10.08,0.1
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2014,26.34,0.03
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2015,0.51,0.09
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2016,0.62,0.09
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2017,0.52,0.08
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2018,1.8,-0.07
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2019,0.0,-1.01
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2020,0.12,-0.58
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2021,0.1,0.08
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2022,0.26,-0.09
GCM Commodity _ Derivatives Ltd,Finance,2.63,,Mar 2023,0.27,0.7
GCM Commodity _ Derivatives Ltd,Finance,2.63,,TTM,0.83,-0.6
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2012,32.13,0.62
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2013,32.12,0.18
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2014,28.55,-2.01
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2015,30.98,0.16
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2016,30.6,0.17
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2017,29.97,0.19
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2018,18.94,0.54
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2019,30.15,0.6
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2020,27.65,0.37
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2021,28.61,0.72
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2022,51.21,1.02
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,Mar 2023,76.17,1.35
Roopa Industries Ltd,Pharmaceuticals,40.7,31.0,TTM,62.29,1.31
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2012,1627.0,487.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2013,1670.0,601.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2014,1285.0,439.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2015,1434.0,501.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2016,1179.0,219.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2017,1537.0,325.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2018,2051.0,347.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2019,1880.0,220.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2020,1449.0,146.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2021,1329.0,-36.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2022,2732.0,446.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,Mar 2023,3501.0,1216.0
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,12943.0,12.8,TTM,2956.0,1013.0
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2012,14.87,0.79
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2013,23.18,0.7
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2014,27.45,0.52
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2015,24.92,0.64
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2016,20.5,0.51
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2017,22.88,0.47
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2018,55.19,0.94
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2019,49.29,0.72
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2020,42.28,1.35
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2021,99.67,2.23
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2022,121.17,4.07
Continental Petroleums Ltd,Chemicals,30.2,10.4,Mar 2023,98.36,3.94
Continental Petroleums Ltd,Chemicals,30.2,10.4,TTM,71.49,2.9
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2012,352.0,11.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2013,533.0,-1.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2014,443.0,-22.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2015,219.0,9.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2016,205.0,13.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2017,153.0,6.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2018,305.0,7.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2019,496.0,35.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2020,372.0,24.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2021,198.0,-29.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2022,383.0,5.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,Mar 2023,484.0,13.0
John Cockerill India Ltd,Capital Goods-Non Electrical Equipment,1515.0,46.6,TTM,816.0,32.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2012,36.0,1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2013,36.0,-1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2014,43.0,1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2015,48.0,1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2016,62.0,2.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2017,59.0,2.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2018,67.0,3.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2019,84.0,3.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2020,76.0,1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2021,81.0,0.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2022,101.0,1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,Mar 2023,107.0,1.0
Rishi Techtex Ltd,Packaging,29.2,20.4,TTM,110.0,1.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2015,6770.0,17.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2016,7909.0,370.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2017,9299.0,313.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2018,10279.0,451.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2019,12036.0,429.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2020,11122.0,3.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2021,4374.0,-629.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2022,5844.0,-1107.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,Mar 2023,6863.0,-817.0
Varroc Engineering Ltd,Auto Ancillaries,8467.0,50.9,TTM,7099.0,152.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2012,386.0,-39.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2013,459.0,-87.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Sep 2014,661.0,-128.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2015,250.0,3.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2016,420.0,-7.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2017,432.0,62.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2018,370.0,-32.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2019,391.0,-25.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2020,367.0,64.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2021,392.0,-13.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2022,511.0,81.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,Mar 2023,500.0,-10.0
Wanbury Ltd,Pharmaceuticals,413.0,39.8,TTM,550.0,10.0
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Dec 2011,0.43,1.21
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Dec 2012,0.06,0.1
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Dec 2013,0.0,-0.02
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Dec 2014,0.0,-0.79
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2016,0.0,-0.07
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2017,0.0,-0.05
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2018,0.0,-0.1
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2019,0.0,-0.1
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2020,0.0,-0.12
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2021,0.0,-0.16
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2022,0.0,-0.13
V R Woodart Ltd,Plantation & Plantation Products,15.6,,Mar 2023,0.0,-0.14
V R Woodart Ltd,Plantation & Plantation Products,15.6,,TTM,0.0,-0.12
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2012,33734.0,8332.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2013,40352.0,9429.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2014,50133.0,10656.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2015,53319.0,12372.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2016,62441.0,13489.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2017,68484.0,14353.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2018,70522.0,16029.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2019,82675.0,15410.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2020,90791.0,16639.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2021,100472.0,19423.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2022,121641.0,22146.0
Infosys Ltd,IT - Software,640373.0,25.8,Mar 2023,146767.0,24108.0
Infosys Ltd,IT - Software,640373.0,25.8,TTM,152686.0,24880.0
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2012,0.69,0.07
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2013,0.74,0.08
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2014,0.69,0.06
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2015,0.62,0.01
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2016,0.62,0.02
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2017,1.76,0.02
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2018,3.09,0.03
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2019,3.21,-1.07
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2020,1.66,-0.63
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2021,2.29,-0.41
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2022,9.31,-0.03
Indo-City Infotech Ltd,Finance,10.5,38.9,Mar 2023,18.09,-0.12
Indo-City Infotech Ltd,Finance,10.5,38.9,TTM,24.27,0.27
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2014-03-01,0.01,0.0
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2015-03-01,0.02,0.0
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2016-03-01,2.22,0.04
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2017-03-01,2.52,0.05
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2018-03-01,12.07,0.35
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2019-03-01,15.7,0.28
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2020-03-01,4.66,0.27
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2021-03-01,3.62,0.1
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2022-03-01,3.51,0.07
ICL Organic Dairy Products Ltd,Trading,25.1,1254.0,2023-03-01,3.74,0.02
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2012,1667.0,150.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2013,1182.0,58.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2014,1348.0,63.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2015,1588.0,150.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2016,1641.0,170.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2017,1818.0,193.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2018,2024.0,166.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2019,2280.0,149.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2020,2317.0,125.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2021,2130.0,191.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2022,3027.0,313.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,Mar 2023,3647.0,384.0
Century Plyboards (India) Ltd,Miscellaneous,17151.0,45.1,TTM,3737.0,381.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2012-03-01,446.0,-27.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2013-03-01,372.0,11.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2014-03-01,306.0,-8.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2015-03-01,259.0,-10.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2016-03-01,316.0,6.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2017-03-01,258.0,-35.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2018-03-01,185.0,-14.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2019-03-01,251.0,-16.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2020-03-01,121.0,-35.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2021-03-01,30.0,-29.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2022-03-01,46.0,-14.0
Manugraph India Ltd,Capital Goods-Non Electrical Equipment,70.1,,2023-03-01,80.0,-11.0
Central Bank of India,Banks,43492.0,19.9,Mar 2012,,616.0
Central Bank of India,Banks,43492.0,19.9,Mar 2013,,1071.0
Central Bank of India,Banks,43492.0,19.9,Mar 2014,,-1209.0
Central Bank of India,Banks,43492.0,19.9,Mar 2015,,670.0
Central Bank of India,Banks,43492.0,19.9,Mar 2016,,-1392.0
Central Bank of India,Banks,43492.0,19.9,Mar 2017,,-2457.0
Central Bank of India,Banks,43492.0,19.9,Mar 2018,,-5134.0
Central Bank of India,Banks,43492.0,19.9,Mar 2019,,-5611.0
Central Bank of India,Banks,43492.0,19.9,Mar 2020,,-1252.0
Central Bank of India,Banks,43492.0,19.9,Mar 2021,,-995.0
Central Bank of India,Banks,43492.0,19.9,Mar 2022,,1083.0
Central Bank of India,Banks,43492.0,19.9,Mar 2023,,1688.0
Central Bank of India,Banks,43492.0,19.9,TTM,,2189.0
KSE Ltd,Miscellaneous,544.0,,Mar 2012,542.0,10.0
KSE Ltd,Miscellaneous,544.0,,Mar 2013,697.0,5.0
KSE Ltd,Miscellaneous,544.0,,Mar 2014,806.0,15.0
KSE Ltd,Miscellaneous,544.0,,Mar 2015,900.0,44.0
KSE Ltd,Miscellaneous,544.0,,Mar 2016,925.0,8.0
KSE Ltd,Miscellaneous,544.0,,Mar 2017,1047.0,16.0
KSE Ltd,Miscellaneous,544.0,,Mar 2018,1304.0,70.0
KSE Ltd,Miscellaneous,544.0,,Mar 2019,1209.0,9.0
KSE Ltd,Miscellaneous,544.0,,Mar 2020,1429.0,19.0
KSE Ltd,Miscellaneous,544.0,,Mar 2021,1543.0,113.0
KSE Ltd,Miscellaneous,544.0,,Mar 2022,1670.0,7.0
KSE Ltd,Miscellaneous,544.0,,Mar 2023,1610.0,-2.0
KSE Ltd,Miscellaneous,544.0,,TTM,1667.0,-7.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2012,17.0,-8.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2013,28.0,5.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2014,35.0,0.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2015,41.0,0.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2016,43.0,-2.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2017,42.0,-14.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2018,41.0,-12.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2019,72.0,-19.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2020,69.0,-18.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2021,30.0,-6.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2022,22.0,1.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,Mar 2023,22.0,-9.0
Galaxy Cloud Kitchens Ltd,FMCG,65.7,,TTM,18.0,-13.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2012,,1309.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2013,,1463.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2014,,1358.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2015,,1028.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2016,,1184.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2017,,1266.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2018,,2549.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2019,,2576.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2020,,2512.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2021,,2499.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2022,,2721.0
Shriram Finance Ltd,Finance,77121.0,11.7,Mar 2023,,6020.0
Shriram Finance Ltd,Finance,77121.0,11.7,TTM,,6594.0
Radha Madhav Corporation Ltd,Retail,18.3,,2012-06-01,119.0,-64.0
Radha Madhav Corporation Ltd,Retail,18.3,,2013-03-01,19.0,-198.0
Radha Madhav Corporation Ltd,Retail,18.3,,2014-03-01,17.0,-79.0
Radha Madhav Corporation Ltd,Retail,18.3,,2015-03-01,112.0,118.0
Radha Madhav Corporation Ltd,Retail,18.3,,2016-03-01,235.0,13.0
Radha Madhav Corporation Ltd,Retail,18.3,,2017-03-01,136.0,-3.0
Radha Madhav Corporation Ltd,Retail,18.3,,2018-03-01,217.0,10.0
Radha Madhav Corporation Ltd,Retail,18.3,,2019-03-01,534.0,94.0
Radha Madhav Corporation Ltd,Retail,18.3,,2020-03-01,35.0,-65.0
Radha Madhav Corporation Ltd,Retail,18.3,,2021-03-01,1.0,-7.0
Radha Madhav Corporation Ltd,Retail,18.3,,2022-03-01,0.0,-1.0
Radha Madhav Corporation Ltd,Retail,18.3,,2023-03-01,0.0,-25.0
Nimbus Projects Ltd,Realty,42.1,,Mar 2013,21.6,1.87
Nimbus Projects Ltd,Realty,42.1,,Mar 2014,17.41,-4.05
Nimbus Projects Ltd,Realty,42.1,,Mar 2016,7.7,-4.86
Nimbus Projects Ltd,Realty,42.1,,Mar 2017,7.89,-30.8
Nimbus Projects Ltd,Realty,42.1,,Mar 2018,7.33,-11.37
Nimbus Projects Ltd,Realty,42.1,,Mar 2019,4.64,-21.78
Nimbus Projects Ltd,Realty,42.1,,Mar 2020,9.51,22.19
Nimbus Projects Ltd,Realty,42.1,,Mar 2021,4.62,-22.2
Nimbus Projects Ltd,Realty,42.1,,Mar 2022,3.86,14.24
Nimbus Projects Ltd,Realty,42.1,,Mar 2023,2.27,22.08
Nimbus Projects Ltd,Realty,42.1,,TTM,2.75,-2.62
Srestha Finvest Ltd,Finance,72.5,,Mar 2012,0.42,0.03
Srestha Finvest Ltd,Finance,72.5,,Mar 2013,0.43,0.01
Srestha Finvest Ltd,Finance,72.5,,Mar 2014,0.36,0.0
Srestha Finvest Ltd,Finance,72.5,,Mar 2015,0.42,0.01
Srestha Finvest Ltd,Finance,72.5,,Mar 2016,1.47,0.03
Srestha Finvest Ltd,Finance,72.5,,Mar 2017,2.43,0.07
Srestha Finvest Ltd,Finance,72.5,,Mar 2018,3.07,0.32
Srestha Finvest Ltd,Finance,72.5,,Mar 2019,3.97,-0.42
Srestha Finvest Ltd,Finance,72.5,,Mar 2020,4.16,-0.21
Srestha Finvest Ltd,Finance,72.5,,Mar 2021,4.72,-0.69
Srestha Finvest Ltd,Finance,72.5,,Mar 2022,2.3,-0.04
Srestha Finvest Ltd,Finance,72.5,,Mar 2023,2.75,-4.97
Srestha Finvest Ltd,Finance,72.5,,TTM,6.28,-7.79
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2012,13.19,0.35
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2013,14.01,0.5
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2014,14.57,0.84
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2015,31.21,0.61
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2016,29.71,1.3
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2017,46.4,1.59
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2018,55.38,1.5
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2019,37.76,0.64
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2020,25.85,1.7
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2021,34.62,1.14
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2022,36.02,0.3
Rainbow Foundations Ltd,Construction,78.0,66.7,Mar 2023,40.24,1.35
Rainbow Foundations Ltd,Construction,78.0,66.7,TTM,63.18,1.17
GHCL Ltd,Chemicals,5554.0,6.27,Mar 2012,1958.0,44.0
GHCL Ltd,Chemicals,5554.0,6.27,Mar 2013,2254.0,71.0
GHCL Ltd,Chemicals,5554.0,6.27,Mar 2014,2201.0,109.0
GHCL Ltd,Chemicals,5554.0,6.27,Mar 2015,2356.0,182.0
